evaluation_id,protocol_id,task_identity_id,dataset_artifact_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,audit_notes
pathobench.cptac_lscc.keap1-mutation,pathobench.cptac_lscc.keap1-mutation,task.pathobench.cptac_lscc.keap1-mutation,artifact.pathobench.cptac_lscc,pathobench,cptac_lscc,KEAP1_mutation,mutation_prediction,KEAP1_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_lscc/KEAP1_mutation/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_luad.egfr-mutation,pathobench.cptac_luad.egfr-mutation,task.pathobench.cptac_luad.egfr-mutation,artifact.pathobench.cptac_luad,pathobench,cptac_luad,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/EGFR_mutation/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_luad.immune-class,pathobench.cptac_luad.immune-class,task.pathobench.cptac_luad.immune-class,artifact.pathobench.cptac_luad,pathobench,cptac_luad,Immune_class,tme_characterization,Immune_class,case,classification,108,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/Immune_class/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_luad.kras-mutation,pathobench.cptac_luad.kras-mutation,task.pathobench.cptac_luad.kras-mutation,artifact.pathobench.cptac_luad,pathobench,cptac_luad,KRAS_mutation,mutation_prediction,KRAS_mutation,case,classification,102,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/KRAS_mutation/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_luad.os,pathobench.cptac_luad.os,task.pathobench.cptac_luad.os,artifact.pathobench.cptac_luad,pathobench,cptac_luad,OS,survival_prediction,OS,case,survival,105,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/OS/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_luad.stk11-mutation,pathobench.cptac_luad.stk11-mutation,task.pathobench.cptac_luad.stk11-mutation,artifact.pathobench.cptac_luad,pathobench,cptac_luad,STK11_mutation,mutation_prediction,STK11_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/STK11_mutation/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_luad.tp53-mutation,pathobench.cptac_luad.tp53-mutation,task.pathobench.cptac_luad.tp53-mutation,artifact.pathobench.cptac_luad,pathobench,cptac_luad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/TP53_mutation/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_lung.subtype,pathobench.cptac_lung.subtype,task.pathobench.cptac_lung.subtype,artifact.pathobench.cptac_lung,pathobench,cptac_lung,subtype,morphological_subtyping,subtype,case,classification,206,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_lung/subtype/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_ov.immune-class,pathobench.cptac_ov.immune-class,task.pathobench.cptac_ov.immune-class,artifact.pathobench.cptac_ov,pathobench,cptac_ov,Immune_class,tme_characterization,Immune_class,case,classification,51,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_ov/Immune_class/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_pda.immune-class,pathobench.cptac_pda.immune-class,task.pathobench.cptac_pda.immune-class,artifact.pathobench.cptac_pda,pathobench,cptac_pda,Immune_class,tme_characterization,Immune_class,case,classification,105,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_pda/Immune_class/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_pda.os,pathobench.cptac_pda.os,task.pathobench.cptac_pda.os,artifact.pathobench.cptac_pda,pathobench,cptac_pda,OS,survival_prediction,OS,case,survival,97,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_pda/OS/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_pda.smad4-mutation,pathobench.cptac_pda.smad4-mutation,task.pathobench.cptac_pda.smad4-mutation,artifact.pathobench.cptac_pda,pathobench,cptac_pda,SMAD4_mutation,mutation_prediction,SMAD4_mutation,case,classification,105,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_pda/SMAD4_mutation/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_ucec.ctnnb1-mutation,pathobench.cptac_ucec.ctnnb1-mutation,task.pathobench.cptac_ucec.ctnnb1-mutation,artifact.pathobench.cptac_ucec,pathobench,cptac_ucec,CTNNB1_mutation,mutation_prediction,CTNNB1_mutation,case,classification,93,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_ucec/CTNNB1_mutation/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_ucec.immune-class,pathobench.cptac_ucec.immune-class,task.pathobench.cptac_ucec.immune-class,artifact.pathobench.cptac_ucec,pathobench,cptac_ucec,Immune_class,tme_characterization,Immune_class,case,classification,94,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_ucec/Immune_class/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.cptac_ucec.pten-mutation,pathobench.cptac_ucec.pten-mutation,task.pathobench.cptac_ucec.pten-mutation,artifact.pathobench.cptac_ucec,pathobench,cptac_ucec,PTEN_mutation,mutation_prediction,PTEN_mutation,case,classification,93,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_ucec/PTEN_mutation/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.crc_outcomes.os-valentino,pathobench.crc_outcomes.os-valentino,task.pathobench.crc_outcomes.os-valentino,artifact.pathobench.crc_outcomes,pathobench,crc_outcomes,OS_VALENTINO,survival_prediction,OS_VALENTINO,case,survival,170,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/OS_VALENTINO/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.crc_outcomes.pfs-valentino,pathobench.crc_outcomes.pfs-valentino,task.pathobench.crc_outcomes.pfs-valentino,artifact.pathobench.crc_outcomes,pathobench,crc_outcomes,PFS_VALENTINO,survival_prediction,PFS_VALENTINO,case,survival,170,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/PFS_VALENTINO/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.crc_outcomes.braf-grading,pathobench.crc_outcomes.braf-grading,task.pathobench.crc_outcomes.braf-grading,artifact.pathobench.crc_outcomes,pathobench,crc_outcomes,braf_grading,tumor_grading,braf_grading,case,classification,134,case_level_classification,weighted_kappa,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/braf_grading/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.crc_outcomes.braf-lymphovas-invasion,pathobench.crc_outcomes.braf-lymphovas-invasion,task.pathobench.crc_outcomes.braf-lymphovas-invasion,artifact.pathobench.crc_outcomes,pathobench,crc_outcomes,braf_lymphovas_invasion,tme_characterization,braf_lymphovas_invasion,case,classification,111,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/braf_lymphovas_invasion/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
pathobench.crc_outcomes.braf-mmr,pathobench.crc_outcomes.braf-mmr,task.pathobench.crc_outcomes.braf-mmr,artifact.pathobench.crc_outcomes,pathobench,crc_outcomes,braf_mmr,molecular_subtyping,braf_mmr,case,classification,135,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/braf_mmr/config.yaml,parsed_primary_source,"Task identity is listed in available_splits.yaml; sample_col=case_id, task type, sample count, and metric are parsed from this task's config.yaml; family is deterministically inferred from the report taxonomy and endpoint label."
